State,County,Candidate,Party,Incumbent,Vote,Pct,Winner,Delegates,fips
North carolina,Moore,Nikki Haley,Republican,No,467,13.6,No,8,
North carolina,Nash,Donald Trump,Republican,No,8938,84.1,Yes,62,
North carolina,Nash,Nikki Haley,Republican,No,1411,13.3,No,8,
North carolina,New Hanover,Donald Trump,Republican,No,16774,69,Yes,62,
North carolina,New Hanover,Nikki Haley,Republican,No,6921,28.5,No,8,
North carolina,Northampton,Donald Trump,Republican,No,16774,69,Yes,62,
North carolina,Northampton,Nikki Haley,Republican,No,6921,28.5,No,8,
North carolina,Onslow,Donald Trump,Republican,No,14832,81.5,Yes,62,
North carolina,Onslow,Nikki Haley,Republican,No,2752,15.1,No,8,
North carolina,Orange,Donald Trump,Republican,No,4759,54.9,Yes,62,
North carolina,Orange,Nikki Haley,Republican,No,3541,40.8,No,8,
North carolina,Pamlico,Donald Trump,Republican,No,4759,54.9,Yes,62,
North carolina,Pamlico,Nikki Haley,Republican,No,3541,40.8,No,8,
North carolina,Pasquotank,Donald Trump,Republican,No,2842,82.6,Yes,62,
North carolina,Pasquotank,Nikki Haley,Republican,No,523,15.2,No,8,
North carolina,Pender,Donald Trump,Republican,No,6539,80.4,Yes,62,
North carolina,Pender,Nikki Haley,Republican,No,1374,16.9,No,8,
North carolina,Perquimans,Donald Trump,Republican,No,6539,80.4,Yes,62,
North carolina,Perquimans,Nikki Haley,Republican,No,1374,16.9,No,8,
North carolina,Person,Donald Trump,Republican,No,4351,84.7,Yes,62,
North carolina,Person,Nikki Haley,Republican,No,647,12.6,No,8,
North carolina,Pitt,Donald Trump,Republican,No,9880,76.9,Yes,62,
North carolina,Pitt,Nikki Haley,Republican,No,2595,20.2,No,8,
North carolina,Polk,Donald Trump,Republican,No,9880,76.9,Yes,62,
North carolina,Polk,Nikki Haley,Republican,No,2595,20.2,No,8,
North carolina,Randolph,Donald Trump,Republican,No,17470,86.3,Yes,62,
North carolina,Randolph,Nikki Haley,Republican,No,2362,11.7,No,8,
North carolina,Richmond,Donald Trump,Republican,No,2995,87.8,Yes,62,
North carolina,Richmond,Nikki Haley,Republican,No,364,10.7,No,8,
North carolina,Robeson,Donald Trump,Republican,No,2995,87.8,Yes,62,
North carolina,Robeson,Nikki Haley,Republican,No,364,10.7,No,8,
North carolina,Rockingham,Donald Trump,Republican,No,11137,85,Yes,62,
North carolina,Rockingham,Nikki Haley,Republican,No,1641,12.5,No,8,
North carolina,Rowan,Donald Trump,Republican,No,14139,78.9,Yes,62,
North carolina,Rowan,Nikki Haley,Republican,No,3381,18.9,No,8,
North carolina,Rutherford,Donald Trump,Republican,No,14139,78.9,Yes,62,
North carolina,Rutherford,Nikki Haley,Republican,No,3381,18.9,No,8,
North carolina,Sampson,Donald Trump,Republican,No,5798,88,Yes,62,
North carolina,Sampson,Nikki Haley,Republican,No,657,10,No,8,
North carolina,Scotland,Donald Trump,Republican,No,1763,86,Yes,62,
North carolina,Scotland,Nikki Haley,Republican,No,257,12.5,No,8,
North carolina,Stanly,Donald Trump,Republican,No,1763,86,Yes,62,
North carolina,Stanly,Nikki Haley,Republican,No,257,12.5,No,8,
North carolina,Stokes,Donald Trump,Republican,No,7600,84.5,Yes,62,
North carolina,Stokes,Nikki Haley,Republican,No,1137,12.6,No,8,
North carolina,Surry,Donald Trump,Republican,No,7892,84.2,Yes,62,
North carolina,Surry,Nikki Haley,Republican,No,1285,13.7,No,8,
North carolina,Swain,Donald Trump,Republican,No,7892,84.2,Yes,62,
North carolina,Swain,Nikki Haley,Republican,No,1285,13.7,No,8,
North carolina,Transylvania,Donald Trump,Republican,No,4099,66.7,Yes,62,
North carolina,Transylvania,Nikki Haley,Republican,No,1889,30.7,No,8,
North carolina,Tyrrell,Donald Trump,Republican,No,359,86.5,Yes,62,
North carolina,Tyrrell,Nikki Haley,Republican,No,48,11.6,No,8,
North carolina,Union,Donald Trump,Republican,No,359,86.5,Yes,62,
North carolina,Union,Nikki Haley,Republican,No,48,11.6,No,8,
North carolina,Vance,Donald Trump,Republican,No,1993,86.4,Yes,62,
North carolina,Vance,Nikki Haley,Republican,No,273,11.8,No,8,
North carolina,Wake,Donald Trump,Republican,No,56535,58.4,Yes,62,
North carolina,Wake,Nikki Haley,Republican,No,36358,37.6,No,8,
North carolina,Warren,Donald Trump,Republican,No,56535,58.4,Yes,62,
North carolina,Warren,Nikki Haley,Republican,No,36358,37.6,No,8,
North carolina,Washington,Donald Trump,Republican,No,825,89.7,Yes,62,
North carolina,Washington,Nikki Haley,Republican,No,73,7.9,No,8,
North carolina,Watauga,Donald Trump,Republican,No,3893,66.3,Yes,62,
North carolina,Watauga,Nikki Haley,Republican,No,1762,30,No,8,
North carolina,Wayne,Donald Trump,Republican,No,3893,66.3,Yes,62,
North carolina,Wayne,Nikki Haley,Republican,No,1762,30,No,8,
North carolina,Wilkes,Donald Trump,Republican,No,11696,84.7,Yes,62,
North carolina,Wilkes,Nikki Haley,Republican,No,1703,12.3,No,8,
North carolina,Wilson,Donald Trump,Republican,No,5607,84.6,Yes,62,
North carolina,Wilson,Nikki Haley,Republican,No,874,13.2,No,8,
North carolina,Yadkin,Donald Trump,Republican,No,5607,84.6,Yes,62,
North carolina,Yadkin,Nikki Haley,Republican,No,874,13.2,No,8,
North carolina,Yancey,Donald Trump,Republican,No,2068,81.3,Yes,62,
North carolina,Yancey,Nikki Haley,Republican,No,415,16.3,No,8,
Oklahoma,Adair,Donald Trump,Republican,No,1405,92.2,Yes,43,40001
Oklahoma,Adair,Nikki Haley,Republican,No,94,6.2,No,0,40001
Oklahoma,Alfalfa,Donald Trump,Republican,No,646,84.3,Yes,43,40003
Oklahoma,Alfalfa,Nikki Haley,Republican,No,97,12.7,No,0,40003
Oklahoma,Atoka,Donald Trump,Republican,No,646,84.3,Yes,43,40005
Oklahoma,Atoka,Nikki Haley,Republican,No,97,12.7,No,0,40005
Oklahoma,Beaver,Donald Trump,Republican,No,657,89.9,Yes,43,40007
Oklahoma,Beaver,Nikki Haley,Republican,No,55,7.5,No,0,40007
Oklahoma,Beckham,Donald Trump,Republican,No,1446,88.6,Yes,43,40009
Oklahoma,Beckham,Nikki Haley,Republican,No,162,9.9,No,0,40009
Oklahoma,Blaine,Donald Trump,Republican,No,1446,88.6,Yes,43,40011
Oklahoma,Blaine,Nikki Haley,Republican,No,162,9.9,No,0,40011
Oklahoma,Bryan,Donald Trump,Republican,No,2814,87.7,Yes,43,40013
Oklahoma,Bryan,Nikki Haley,Republican,No,333,10.4,No,0,40013
Oklahoma,Caddo,Donald Trump,Republican,No,1572,89.4,Yes,43,40015
Oklahoma,Caddo,Nikki Haley,Republican,No,149,8.5,No,0,40015
Oklahoma,Canadian,Donald Trump,Republican,No,1572,89.4,Yes,43,40017
Oklahoma,Canadian,Nikki Haley,Republican,No,149,8.5,No,0,40017
Oklahoma,Carter,Donald Trump,Republican,No,3271,88.7,Yes,43,40019
Oklahoma,Carter,Nikki Haley,Republican,No,347,9.4,No,0,40019
Oklahoma,Cherokee,Donald Trump,Republican,No,2450,87.7,Yes,43,40021
Oklahoma,Cherokee,Nikki Haley,Republican,No,310,11.1,No,0,40021
Oklahoma,Choctaw,Donald Trump,Republican,No,2450,87.7,Yes,43,40023
Oklahoma,Choctaw,Nikki Haley,Republican,No,310,11.1,No,0,40023
Oklahoma,Cimarron,Donald Trump,Republican,No,307,91.4,Yes,43,40025
Oklahoma,Cimarron,Nikki Haley,Republican,No,25,7.4,No,0,40025
Oklahoma,Cleveland,Donald Trump,Republican,No,16671,75.2,Yes,43,40027
Oklahoma,Cleveland,Nikki Haley,Republican,No,4834,21.8,No,0,40027
Oklahoma,Coal,Donald Trump,Republican,No,16671,75.2,Yes,43,40029
Oklahoma,Coal,Nikki Haley,Republican,No,4834,21.8,No,0,40029
Oklahoma,Comanche,Donald Trump,Republican,No,4495,83.4,Yes,43,40031
Oklahoma,Comanche,Nikki Haley,Republican,No,803,14.9,No,0,40031
Oklahoma,Cotton,Donald Trump,Republican,No,442,85.6,Yes,43,40033
Oklahoma,Cotton,Nikki Haley,Republican,No,64,12.4,No,0,40033
Oklahoma,Craig,Donald Trump,Republican,No,442,85.6,Yes,43,40035
Oklahoma,Craig,Nikki Haley,Republican,No,64,12.4,No,0,40035
Oklahoma,Creek,Donald Trump,Republican,No,6469,87,Yes,43,40037
Oklahoma,Creek,Nikki Haley,Republican,No,830,11.1,No,0,40037
Oklahoma,Custer,Donald Trump,Republican,No,1790,84.8,Yes,43,40039
Oklahoma,Custer,Nikki Haley,Republican,No,273,12.9,No,0,40039
Oklahoma,Delaware,Donald Trump,Republican,No,1790,84.8,Yes,43,40041
Oklahoma,Delaware,Nikki Haley,Republican,No,273,12.9,No,0,40041
Oklahoma,Dewey,Donald Trump,Republican,No,729,89.1,Yes,43,40043
Oklahoma,Dewey,Nikki Haley,Republican,No,67,8.2,No,0,40043
Oklahoma,Ellis,Donald Trump,Republican,No,517,86.4,Yes,43,40045
Oklahoma,Ellis,Nikki Haley,Republican,No,71,11.9,No,0,40045
Oklahoma,Garfield,Donald Trump,Republican,No,517,86.4,Yes,43,40047
Oklahoma,Garfield,Nikki Haley,Republican,No,71,11.9,No,0,40047
Oklahoma,Garvin,Donald Trump,Republican,No,2255,89.9,Yes,43,40049
Oklahoma,Garvin,Nikki Haley,Republican,No,203,8.1,No,0,40049
Oklahoma,Grady,Donald Trump,Republican,No,4751,85.8,Yes,43,40051
Oklahoma,Grady,Nikki Haley,Republican,No,675,12.2,No,0,40051
Oklahoma,Grant,Donald Trump,Republican,No,4751,85.8,Yes,43,40053
Oklahoma,Grant,Nikki Haley,Republican,No,675,12.2,No,0,40053
Oklahoma,Greer,Donald Trump,Republican,No,342,90.2,Yes,43,40055
Oklahoma,Greer,Nikki Haley,Republican,No,34,9,No,0,40055
Oklahoma,Harmon,Donald Trump,Republican,No,190,88,Yes,43,40057
Oklahoma,Harmon,Nikki Haley,Republican,No,22,10.2,No,0,40057
Oklahoma,Harper,Donald Trump,Republican,No,190,88,Yes,43,40059
Oklahoma,Harper,Nikki Haley,Republican,No,22,10.2,No,0,40059
Oklahoma,Haskell,Donald Trump,Republican,No,935,92.4,Yes,43,40061
Oklahoma,Haskell,Nikki Haley,Republican,No,61,6,No,0,40061
Oklahoma,Hughes,Donald Trump,Republican,No,902,92.3,Yes,43,40063
Oklahoma,Hughes,Nikki Haley,Republican,No,60,6.1,No,0,40063
Oklahoma,Jackson,Donald Trump,Republican,No,902,92.3,Yes,43,40065
Oklahoma,Jackson,Nikki Haley,Republican,No,60,6.1,No,0,40065
Oklahoma,Jefferson,Donald Trump,Republican,No,440,91.5,Yes,43,40067
Oklahoma,Jefferson,Nikki Haley,Republican,No,34,7.1,No,0,40067
Oklahoma,Johnston,Donald Trump,Republican,No,837,89.9,Yes,43,40069
Oklahoma,Johnston,Nikki Haley,Republican,No,75,8.1,No,0,40069
Oklahoma,Kay,Donald Trump,Republican,No,837,89.9,Yes,43,40071
Oklahoma,Kay,Nikki Haley,Republican,No,75,8.1,No,0,40071
Oklahoma,Kingfisher,Donald Trump,Republican,No,1413,83.4,Yes,43,40073
Oklahoma,Kingfisher,Nikki Haley,Republican,No,242,14.3,No,0,40073
Oklahoma,Kiowa,Donald Trump,Republican,No,633,87.8,Yes,43,40075
Oklahoma,Kiowa,Nikki Haley,Republican,No,82,11.4,No,0,40075
Oklahoma,Latimer,Donald Trump,Republican,No,633,87.8,Yes,43,40077
Oklahoma,Latimer,Nikki Haley,Republican,No,82,11.4,No,0,40077
Oklahoma,LeFlore,Donald Trump,Republican,No,3752,91.5,Yes,43,
Oklahoma,LeFlore,Nikki Haley,Republican,No,275,6.7,No,0,
Oklahoma,Lincoln,Donald Trump,Republican,No,3199,86.3,Yes,43,40081
Oklahoma,Lincoln,Nikki Haley,Republican,No,443,11.9,No,0,40081
Oklahoma,Logan,Donald Trump,Republican,No,3199,86.3,Yes,43,40083
Oklahoma,Logan,Nikki Haley,Republican,No,443,11.9,No,0,40083
Oklahoma,Love,Donald Trump,Republican,No,675,92,Yes,43,40085
Oklahoma,Love,Nikki Haley,Republican,No,53,7.2,No,0,40085
Oklahoma,Major,Donald Trump,Republican,No,1021,84,Yes,43,40093
Oklahoma,Major,Nikki Haley,Republican,No,152,12.5,No,0,40093
Oklahoma,Marshall,Donald Trump,Republican,No,1021,84,Yes,43,40095
Oklahoma,Marshall,Nikki Haley,Republican,No,152,12.5,No,0,40095
Oklahoma,Mayes,Donald Trump,Republican,No,3648,88.7,Yes,43,40097
Oklahoma,Mayes,Nikki Haley,Republican,No,409,9.9,No,0,40097
Oklahoma,McClain,Donald Trump,Republican,No,3908,86,Yes,43,40087
Oklahoma,McClain,Nikki Haley,Republican,No,544,12,No,0,40087
Oklahoma,McCurtain,Donald Trump,Republican,No,3908,86,Yes,43,40089
Oklahoma,McCurtain,Nikki Haley,Republican,No,544,12,No,0,40089
Oklahoma,McIntosh,Donald Trump,Republican,No,1550,90.4,Yes,43,40091
Oklahoma,McIntosh,Nikki Haley,Republican,No,142,8.3,No,0,40091
Oklahoma,Murray,Donald Trump,Republican,No,1086,90,Yes,43,40099
Oklahoma,Murray,Nikki Haley,Republican,No,103,8.5,No,0,40099
Oklahoma,Muskogee,Donald Trump,Republican,No,1086,90,Yes,43,40101
Oklahoma,Muskogee,Nikki Haley,Republican,No,103,8.5,No,0,40101
Oklahoma,Noble,Donald Trump,Republican,No,1020,79,Yes,43,40103
Oklahoma,Noble,Nikki Haley,Republican,No,234,18.1,No,0,40103
Oklahoma,Nowata,Donald Trump,Republican,No,1079,90.1,Yes,43,40105
Oklahoma,Nowata,Nikki Haley,Republican,No,102,8.5,No,0,40105
Oklahoma,Okfuskee,Donald Trump,Republican,No,1079,90.1,Yes,43,40107
Oklahoma,Okfuskee,Nikki Haley,Republican,No,102,8.5,No,0,40107
Oklahoma,Oklahoma County,Donald Trump,Republican,No,32068,72.2,Yes,43,
Oklahoma,Oklahoma County,Nikki Haley,Republican,No,11067,24.9,No,0,
Oklahoma,Okmulgee,Donald Trump,Republican,No,2500,89.1,Yes,43,40111
Oklahoma,Okmulgee,Nikki Haley,Republican,No,263,9.4,No,0,40111
Oklahoma,Osage,Donald Trump,Republican,No,2500,89.1,Yes,43,40113
Oklahoma,Osage,Nikki Haley,Republican,No,263,9.4,No,0,40113
Oklahoma,Ottawa,Donald Trump,Republican,No,1930,90.6,Yes,43,40115
Oklahoma,Ottawa,Nikki Haley,Republican,No,166,7.8,No,0,40115
Oklahoma,Pawnee,Donald Trump,Republican,No,1418,88.1,Yes,43,40117
Oklahoma,Pawnee,Nikki Haley,Republican,No,162,10.1,No,0,40117
Oklahoma,Payne,Donald Trump,Republican,No,1418,88.1,Yes,43,40119
Oklahoma,Payne,Nikki Haley,Republican,No,162,10.1,No,0,40119
Oklahoma,Pittsburg,Donald Trump,Republican,No,3497,91.9,Yes,43,40121
Oklahoma,Pittsburg,Nikki Haley,Republican,No,262,6.9,No,0,40121
Oklahoma,Pontotoc,Donald Trump,Republican,No,2223,86.5,Yes,43,40123
Oklahoma,Pontotoc,Nikki Haley,Republican,No,291,11.3,No,0,40123
Oklahoma,Pottawatomie,Donald Trump,Republican,No,2223,86.5,Yes,43,40125
Oklahoma,Pottawatomie,Nikki Haley,Republican,No,291,11.3,No,0,40125
Oklahoma,Pushmataha,Donald Trump,Republican,No,815,93.2,Yes,43,40127
Oklahoma,Pushmataha,Nikki Haley,Republican,No,48,5.5,No,0,40127
Oklahoma,Roger Mills,Donald Trump,Republican,No,415,86.5,Yes,43,40129
Oklahoma,Roger Mills,Nikki Haley,Republican,No,54,11.2,No,0,40129
Oklahoma,Rogers,Donald Trump,Republican,No,415,86.5,Yes,43,40131
Oklahoma,Rogers,Nikki Haley,Republican,No,54,11.2,No,0,40131
Oklahoma,Seminole,Donald Trump,Republican,No,1425,88.1,Yes,43,40133
Oklahoma,Seminole,Nikki Haley,Republican,No,160,9.9,No,0,40133
Oklahoma,Sequoyah,Donald Trump,Republican,No,2829,91.9,Yes,43,40135
Oklahoma,Sequoyah,Nikki Haley,Republican,No,214,7,No,0,40135
Oklahoma,Stephens,Donald Trump,Republican,No,2829,91.9,Yes,43,40137
Oklahoma,Stephens,Nikki Haley,Republican,No,214,7,No,0,40137
Oklahoma,Texas,Donald Trump,Republican,No,1327,89.1,Yes,43,40139
Oklahoma,Texas,Nikki Haley,Republican,No,132,8.9,No,0,40139
Oklahoma,Tillman,Donald Trump,Republican,No,537,90.9,Yes,43,40141
Oklahoma,Tillman,Nikki Haley,Republican,No,44,7.4,No,0,40141
Oklahoma,Tulsa,Donald Trump,Republican,No,537,90.9,Yes,43,40143
Oklahoma,Tulsa,Nikki Haley,Republican,No,44,7.4,No,0,40143
Oklahoma,Wagoner,Donald Trump,Republican,No,9589,84.5,Yes,43,40145
Oklahoma,Wagoner,Nikki Haley,Republican,No,1418,12.5,No,0,40145
Oklahoma,Washington,Donald Trump,Republican,No,4841,80.9,Yes,43,40147
Oklahoma,Washington,Nikki Haley,Republican,No,977,16.3,No,0,40147
Oklahoma,Washita,Donald Trump,Republican,No,4841,80.9,Yes,43,40149
Oklahoma,Washita,Nikki Haley,Republican,No,977,16.3,No,0,40149
Oklahoma,Woods,Donald Trump,Republican,No,728,81,Yes,43,40151
Oklahoma,Woods,Nikki Haley,Republican,No,140,15.6,No,0,40151
Oklahoma,Woodward,Donald Trump,Republican,No,1935,86.5,Yes,43,40153
Oklahoma,Woodward,Nikki Haley,Republican,No,229,10.2,No,0,40153
Tennessee,Anderson,Donald Trump,Republican,No,6372,75.7,Yes,58,47001
Tennessee,Anderson,Nikki Haley,Republican,No,1784,21.2,No,0,47001
Tennessee,Bedford,Donald Trump,Republican,No,3250,87,Yes,58,47003
Tennessee,Bedford,Nikki Haley,Republican,No,404,10.8,No,0,47003
Tennessee,Benton,Donald Trump,Republican,No,3250,87,Yes,58,47005
Tennessee,Benton,Nikki Haley,Republican,No,404,10.8,No,0,47005
Tennessee,Bledsoe,Donald Trump,Republican,No,1597,90.3,Yes,58,47007
Tennessee,Bledsoe,Nikki Haley,Republican,No,146,8.2,No,0,47007
Tennessee,Blount,Donald Trump,Republican,No,12239,76.3,Yes,58,47009
Tennessee,Blount,Nikki Haley,Republican,No,3294,20.5,No,0,47009
Tennessee,Bradley,Donald Trump,Republican,No,12239,76.3,Yes,58,47011
Tennessee,Bradley,Nikki Haley,Republican,No,3294,20.5,No,0,47011
Tennessee,Campbell,Donald Trump,Republican,No,2668,90.3,Yes,58,47013
Tennessee,Campbell,Nikki Haley,Republican,No,253,8.6,No,0,47013
Tennessee,Cannon,Donald Trump,Republican,No,1462,89.6,Yes,58,47015
Tennessee,Cannon,Nikki Haley,Republican,No,140,8.6,No,0,47015
Tennessee,Carroll,Donald Trump,Republican,No,1462,89.6,Yes,58,47017
Tennessee,Carroll,Nikki Haley,Republican,No,140,8.6,No,0,47017
Tennessee,Carter,Donald Trump,Republican,No,5985,82.8,Yes,58,47019
Tennessee,Carter,Nikki Haley,Republican,No,1039,14.4,No,0,47019
Tennessee,Cheatham,Donald Trump,Republican,No,3132,82,Yes,58,47021
Tennessee,Cheatham,Nikki Haley,Republican,No,602,15.8,No,0,47021
Tennessee,Chester,Donald Trump,Republican,No,3132,82,Yes,58,47023
Tennessee,Chester,Nikki Haley,Republican,No,602,15.8,No,0,47023
Tennessee,Claiborne,Donald Trump,Republican,No,3907,88.9,Yes,58,47025
Tennessee,Claiborne,Nikki Haley,Republican,No,409,9.3,No,0,47025
Tennessee,Clay,Donald Trump,Republican,No,579,88.5,Yes,58,47027
Tennessee,Clay,Nikki Haley,Republican,No,65,9.9,No,0,47027
Tennessee,Cocke,Donald Trump,Republican,No,579,88.5,Yes,58,47029
Tennessee,Cocke,Nikki Haley,Republican,No,65,9.9,No,0,47029
Tennessee,Coffee,Donald Trump,Republican,No,4820,77.4,Yes,58,47031
Tennessee,Coffee,Nikki Haley,Republican,No,1124,18,No,0,47031
Tennessee,Crockett,Donald Trump,Republican,No,1050,88.2,Yes,58,47033
Tennessee,Crockett,Nikki Haley,Republican,No,117,9.8,No,0,47033
Tennessee,Cumberland,Donald Trump,Republican,No,1050,88.2,Yes,58,47035
Tennessee,Cumberland,Nikki Haley,Republican,No,117,9.8,No,0,47035
Tennessee,Davidson,Donald Trump,Republican,No,17243,61,Yes,58,47037
Tennessee,Davidson,Nikki Haley,Republican,No,10221,36.1,No,0,47037
Tennessee,DeKalb,Donald Trump,Republican,No,2242,85.6,Yes,58,47041
Tennessee,DeKalb,Nikki Haley,Republican,No,312,11.9,No,0,47041
Tennessee,Decatur,Donald Trump,Republican,No,2242,85.6,Yes,58,47039
Tennessee,Decatur,Nikki Haley,Republican,No,312,11.9,No,0,47039
Tennessee,Dickson,Donald Trump,Republican,No,3546,83.2,Yes,58,47043
Tennessee,Dickson,Nikki Haley,Republican,No,614,14.4,No,0,47043
Tennessee,Dyer,Donald Trump,Republican,No,2223,87.4,Yes,58,47045
Tennessee,Dyer,Nikki Haley,Republican,No,266,10.5,No,0,47045
Tennessee,Fayette,Donald Trump,Republican,No,2223,87.4,Yes,58,47047
Tennessee,Fayette,Nikki Haley,Republican,No,266,10.5,No,0,47047
Tennessee,Fentress,Donald Trump,Republican,No,2090,91.5,Yes,58,47049
Tennessee,Fentress,Nikki Haley,Republican,No,161,7,No,0,47049
Tennessee,Franklin,Donald Trump,Republican,No,3720,82.7,Yes,58,47051
Tennessee,Franklin,Nikki Haley,Republican,No,644,14.3,No,0,47051
Tennessee,Gibson,Donald Trump,Republican,No,3720,82.7,Yes,58,47053
Tennessee,Gibson,Nikki Haley,Republican,No,644,14.3,No,0,47053
Tennessee,Giles,Donald Trump,Republican,No,2166,89.2,Yes,58,47055
Tennessee,Giles,Nikki Haley,Republican,No,224,9.2,No,0,47055
Tennessee,Grainger,Donald Trump,Republican,No,2528,88.6,Yes,58,47057
Tennessee,Grainger,Nikki Haley,Republican,No,255,8.9,No,0,47057
Tennessee,Greene,Donald Trump,Republican,No,2528,88.6,Yes,58,47059
Tennessee,Greene,Nikki Haley,Republican,No,255,8.9,No,0,47059
Tennessee,Grundy,Donald Trump,Republican,No,1179,92.1,Yes,58,47061
Tennessee,Grundy,Nikki Haley,Republican,No,88,6.9,No,0,47061
Tennessee,Hamblen,Donald Trump,Republican,No,4746,84.6,Yes,58,47063
Tennessee,Hamblen,Nikki Haley,Republican,No,730,13,No,0,47063
Tennessee,Hamilton,Donald Trump,Republican,No,4746,84.6,Yes,58,47065
Tennessee,Hamilton,Nikki Haley,Republican,No,730,13,No,0,47065
Tennessee,Hancock,Donald Trump,Republican,No,623,90.8,Yes,58,47067
Tennessee,Hancock,Nikki Haley,Republican,No,51,7.4,No,0,47067
Tennessee,Hardeman,Donald Trump,Republican,No,1386,91.5,Yes,58,47069
Tennessee,Hardeman,Nikki Haley,Republican,No,110,7.3,No,0,47069
Tennessee,Hardin,Donald Trump,Republican,No,1386,91.5,Yes,58,47071
Tennessee,Hardin,Nikki Haley,Republican,No,110,7.3,No,0,47071
Tennessee,Hawkins,Donald Trump,Republican,No,5374,85.4,Yes,58,47073
Tennessee,Hawkins,Nikki Haley,Republican,No,762,12.1,No,0,47073
Tennessee,Haywood,Donald Trump,Republican,No,626,89.4,Yes,58,47075
Tennessee,Haywood,Nikki Haley,Republican,No,65,9.3,No,0,47075
Tennessee,Henderson,Donald Trump,Republican,No,626,89.4,Yes,58,47077
Tennessee,Henderson,Nikki Haley,Republican,No,65,9.3,No,0,47077
Tennessee,Henry,Donald Trump,Republican,No,2704,85.5,Yes,58,47079
Tennessee,Henry,Nikki Haley,Republican,No,419,13.2,No,0,47079
Tennessee,Hickman,Donald Trump,Republican,No,1791,88.9,Yes,58,47081
Tennessee,Hickman,Nikki Haley,Republican,No,189,9.4,No,0,47081
Tennessee,Houston,Donald Trump,Republican,No,1791,88.9,Yes,58,47083
Tennessee,Houston,Nikki Haley,Republican,No,189,9.4,No,0,47083
Tennessee,Humphreys,Donald Trump,Republican,No,1141,86.3,Yes,58,47085
Tennessee,Humphreys,Nikki Haley,Republican,No,160,12.1,No,0,47085
Tennessee,Jackson,Donald Trump,Republican,No,1107,89.6,Yes,58,47087
Tennessee,Jackson,Nikki Haley,Republican,No,105,8.5,No,0,47087
Tennessee,Jefferson,Donald Trump,Republican,No,1107,89.6,Yes,58,47089
Tennessee,Jefferson,Nikki Haley,Republican,No,105,8.5,No,0,47089
Tennessee,Johnson,Donald Trump,Republican,No,1912,87.5,Yes,58,47091
Tennessee,Johnson,Nikki Haley,Republican,No,238,10.9,No,0,47091
Tennessee,Knox,Donald Trump,Republican,No,31897,67.8,Yes,58,47093
Tennessee,Knox,Nikki Haley,Republican,No,12900,27.4,No,0,47093
Tennessee,Lake,Donald Trump,Republican,No,31897,67.8,Yes,58,47095
Tennessee,Lake,Nikki Haley,Republican,No,12900,27.4,No,0,47095
Tennessee,Lauderdale,Donald Trump,Republican,No,1271,90.7,Yes,58,47097
Tennessee,Lauderdale,Nikki Haley,Republican,No,111,7.9,No,0,47097
Tennessee,Lawrence,Donald Trump,Republican,No,3548,88,Yes,58,47099
Tennessee,Lawrence,Nikki Haley,Republican,No,407,10.1,No,0,47099
Tennessee,Lewis,Donald Trump,Republican,No,3548,88,Yes,58,47101
Tennessee,Lewis,Nikki Haley,Republican,No,407,10.1,No,0,47101
Tennessee,Lincoln,Donald Trump,Republican,No,2882,87.6,Yes,58,47103
Tennessee,Lincoln,Nikki Haley,Republican,No,346,10.5,No,0,47103
Tennessee,Loudon,Donald Trump,Republican,No,6915,74.3,Yes,58,47105
Tennessee,Loudon,Nikki Haley,Republican,No,2108,22.6,No,0,47105
Tennessee,Macon,Donald Trump,Republican,No,6915,74.3,Yes,58,47111
Tennessee,Macon,Nikki Haley,Republican,No,2108,22.6,No,0,47111
Tennessee,Madison,Donald Trump,Republican,No,5466,76.8,Yes,58,47113
Tennessee,Madison,Nikki Haley,Republican,No,1424,20,No,0,47113
Tennessee,Marion,Donald Trump,Republican,No,2836,86.2,Yes,58,47115
Tennessee,Marion,Nikki Haley,Republican,No,387,11.8,No,0,47115
Tennessee,Marshall,Donald Trump,Republican,No,2836,86.2,Yes,58,47117
Tennessee,Marshall,Nikki Haley,Republican,No,387,11.8,No,0,47117
Tennessee,Maury,Donald Trump,Republican,No,6588,80.7,Yes,58,47119
Tennessee,Maury,Nikki Haley,Republican,No,1389,17,No,0,47119
Tennessee,McMinn,Donald Trump,Republican,No,5501,85.1,Yes,58,47107
Tennessee,McMinn,Nikki Haley,Republican,No,809,12.5,No,0,47107
Tennessee,McNairy,Donald Trump,Republican,No,5501,85.1,Yes,58,47109
Tennessee,McNairy,Nikki Haley,Republican,No,809,12.5,No,0,47109
Tennessee,Meigs,Donald Trump,Republican,No,1707,84.8,Yes,58,47121
Tennessee,Meigs,Nikki Haley,Republican,No,244,12.1,No,0,47121
Tennessee,Monroe,Donald Trump,Republican,No,5670,85,Yes,58,47123
Tennessee,Monroe,Nikki Haley,Republican,No,828,12.4,No,0,47123
Tennessee,Montgomery,Donald Trump,Republican,No,5670,85,Yes,58,47125
Tennessee,Montgomery,Nikki Haley,Republican,No,828,12.4,No,0,47125
Tennessee,Moore,Donald Trump,Republican,No,748,83.7,Yes,58,47127
Tennessee,Moore,Nikki Haley,Republican,No,119,13.3,No,0,47127
Tennessee,Morgan,Donald Trump,Republican,No,1678,89.8,Yes,58,47129
Tennessee,Morgan,Nikki Haley,Republican,No,153,8.2,No,0,47129
Tennessee,Obion,Donald Trump,Republican,No,1678,89.8,Yes,58,47131
Tennessee,Obion,Nikki Haley,Republican,No,153,8.2,No,0,47131
